loan_id,customer_id,has_late_payment,principal_amount,interest_rate,term_months,loan_type,loan_product,monthly_payment_est,annual_income,employment_status,industry_name,debt_to_income,payment_to_income,borrower_age_years,client_tenure_years,accounts_count,cards_count,disbursement_date,payments_total
1677,5813,0,4626572.04,13.7001,180,MORTGAGE,Mortgage,78523.59,1011438.12,Employed,Construction,4.5743,0.9316,29.6,0.08,1,1,2025-08-27,4
1678,5816,0,1018315.56,16.3587,60,PERSONAL,Personal Loan,30853.86,1171081.80,Employed,Hospitality,0.8696,0.3162,59.9,0.01,1,1,2025-07-17,5
1679,5818,0,6367025.17,11.9879,240,MORTGAGE,Mortgage,90135.32,4524369.60,Employed,Retail,1.4073,0.2391,34.4,0.05,2,1,2025-05-13,7
1680,5819,0,243686.38,19.8591,24,PERSONAL,Personal Loan,14186.43,2139854.76,Employed,Education,0.1139,0.0796,36.6,0.03,1,1,2025-11-13,1
1681,5823,0,1345511.71,18.7035,36,PERSONAL,Personal Loan,58346.81,102367.68,Self-employed,Manufacturing,13.1439,6.8397,59.1,0.03,1,1,2025-07-20,5
1682,5827,0,1021615.20,22.8565,36,PERSONAL,Personal Loan,47836.99,1174354.20,Employed,Retail,0.8699,0.4888,61.2,0.02,1,1,2025-10-24,2
1683,5828,0,9950404.10,13.1265,240,MORTGAGE,Mortgage,150305.00,333183.24,Student,,29.8647,5.4134,22.0,0.08,1,1,2025-08-02,4
1684,5830,0,8477900.01,14.1141,300,MORTGAGE,Mortgage,127974.61,2284734.12,Employed,Retail,3.7107,0.6722,33.5,0.07,1,1,2025-10-18,2
1687,5845,0,8737802.40,14.6351,180,MORTGAGE,Mortgage,155108.86,550183.80,Retired,,15.8816,3.3831,77.0,0.07,2,1,2025-06-07,6
1688,5848,0,5936519.43,14.9550,300,MORTGAGE,Mortgage,93772.27,1835498.28,Employed,Professional Services,3.2343,0.6131,54.9,0.10,1,1,2025-03-10,9
1689,5851,0,361602.30,16.9712,24,PERSONAL,Personal Loan,20180.78,3221509.68,Self-employed,Professional Services,0.1122,0.0752,60.4,0.03,1,1,2025-11-18,1
1690,5852,0,329348.89,21.4390,12,PERSONAL,Personal Loan,33329.83,1432339.68,Employed,Healthcare,0.2299,0.2792,25.5,0.09,1,1,2025-06-02,6
1691,5856,1,1198421.10,18.9061,24,PERSONAL,Personal Loan,68815.44,1449540.84,Employed,Manufacturing,0.8268,0.5697,52.0,0.22,1,0,2025-05-20,7
1692,5856,1,9361879.78,11.5116,240,MORTGAGE,Mortgage,128816.35,1449540.84,Employed,Manufacturing,6.4585,1.0664,51.9,0.11,1,0,2025-04-10,8
1693,5859,0,1018722.54,18.7763,60,PERSONAL,Personal Loan,32918.58,1216036.80,Employed,Hospitality,0.8377,0.3248,35.4,0.02,1,1,2025-08-17,4
1694,5861,0,422132.57,23.1795,24,PERSONAL,Personal Loan,25742.88,752951.40,Student,,0.5606,0.4103,19.8,0.01,1,1,2025-11-16,1
1697,5870,0,1042938.06,20.8403,48,PERSONAL,Personal Loan,39840.49,1071189.12,Employed,Public Sector,0.9736,0.4463,39.1,0.26,1,1,2025-04-09,7
1698,5872,0,857696.47,23.6267,12,PERSONAL,Personal Loan,88361.82,2119741.56,Employed,Finance,0.4046,0.5002,52.4,0.03,1,1,2025-11-16,1
1699,5883,1,717571.70,21.3183,36,PERSONAL,Personal Loan,32680.39,2809295.88,Employed,Finance,0.2554,0.1396,46.9,0.13,1,1,2025-07-04,5
1700,5888,0,6002585.63,12.8930,180,MORTGAGE,Mortgage,97840.48,1844202.48,Self-employed,Manufacturing,3.2548,0.6366,41.2,0.10,1,1,2025-08-08,4
1701,5890,0,6470750.12,13.2444,120,MORTGAGE,Mortgage,125340.59,1871602.80,Employed,Retail,3.4573,0.8036,34.1,0.07,1,1,2025-07-23,5
1703,5901,0,1053381.74,22.4321,36,PERSONAL,Personal Loan,48951.91,1824058.20,Employed,Healthcare,0.5775,0.3220,57.8,0.08,1,1,2025-07-02,5
1704,5902,1,8426908.36,13.4055,240,MORTGAGE,Mortgage,129251.22,746232.12,Employed,Professional Services,11.2926,2.0785,28.1,0.11,1,1,2025-02-23,10
1705,5906,0,1150236.07,21.9858,12,PERSONAL,Personal Loan,116927.06,1637635.80,Employed,Tech,0.7024,0.8568,41.4,0.21,1,1,2025-04-13,8
1706,5906,0,5986375.27,12.2655,180,MORTGAGE,Mortgage,94445.88,1637635.80,Employed,Tech,3.6555,0.6921,41.4,0.15,1,1,2025-03-23,9
1707,5916,0,211070.32,18.8992,36,PERSONAL,Personal Loan,9187.28,3642821.64,Employed,Public Sector,0.0579,0.0303,48.1,0.21,2,1,2025-03-26,9
1708,5919,1,2612593.36,13.4390,120,MORTGAGE,Mortgage,51030.48,4687811.76,Employed,Education,0.5573,0.1306,40.8,0.11,1,1,2025-07-02,5
1709,5923,0,335650.57,18.8123,48,PERSONAL,Personal Loan,12254.69,503727.72,Retired,,0.6663,0.2919,72.7,0.38,1,1,2025-05-21,7
1710,5925,1,2049335.63,14.7645,300,MORTGAGE,Mortgage,32045.63,1294651.08,Employed,Retail,1.5829,0.2970,34.2,0.12,2,1,2025-08-05,4
1711,5926,0,526071.83,18.6930,12,PERSONAL,Personal Loan,52034.20,1219017.36,Employed,Tech,0.4316,0.5122,36.6,0.04,2,1,2025-11-15,1
1712,5929,0,2211320.39,12.0271,300,MORTGAGE,Mortgage,29534.21,2086385.16,Employed,Healthcare,1.0599,0.1699,26.4,0.10,1,1,2025-10-04,2
1713,5942,0,1035177.04,17.9424,60,PERSONAL,Personal Loan,32730.92,2169622.56,Employed,Transport,0.4771,0.1810,48.7,0.03,1,1,2025-09-09,3
1714,5951,1,983192.36,18.6159,60,PERSONAL,Personal Loan,31639.05,873802.80,Employed,Hospitality,1.1252,0.4345,34.9,0.27,1,1,2025-04-25,8
1715,5952,0,5241599.91,10.3415,120,MORTGAGE,Mortgage,88851.67,3631108.32,Self-employed,Construction,1.4435,0.2936,49.9,0.12,1,1,2025-07-10,5
1716,5954,0,9473983.90,11.5614,180,MORTGAGE,Mortgage,143910.34,4765586.40,Employed,Construction,1.9880,0.3624,38.0,0.13,1,1,2025-07-16,5
1718,5959,0,357077.27,17.0033,36,PERSONAL,Personal Loan,14978.39,2254141.80,Employed,Tech,0.1584,0.0797,57.7,0.33,1,1,2025-05-11,7
1719,5959,0,8062642.48,13.6661,120,MORTGAGE,Mortgage,159009.42,2254141.80,Employed,Tech,3.5768,0.8465,57.5,0.10,1,1,2025-02-16,9
1720,5961,1,7649812.93,13.3840,240,MORTGAGE,Mortgage,117195.13,1434794.64,Self-employed,Construction,5.3316,0.9802,51.7,0.12,1,1,2025-04-18,8
1722,5964,0,860956.78,23.0677,60,PERSONAL,Personal Loan,30899.52,4454537.40,Employed,Healthcare,0.1933,0.0832,32.5,0.04,2,1,2025-08-22,4
1723,5964,0,5405512.00,11.0797,300,MORTGAGE,Mortgage,67927.92,4454537.40,Employed,Healthcare,1.2135,0.1830,32.7,0.15,3,1,2025-10-02,2
1724,5976,0,898188.27,22.1989,36,PERSONAL,Personal Loan,41565.33,4700252.40,Employed,Retail,0.1911,0.1061,61.3,0.33,2,1,2025-05-07,7
1725,5976,0,4649909.63,10.0216,300,MORTGAGE,Mortgage,54332.64,4700252.40,Employed,Retail,0.9893,0.1387,61.1,0.11,2,1,2025-02-15,10
1726,5977,0,2739024.94,14.1707,120,MORTGAGE,Mortgage,55170.13,1266478.44,Employed,Hospitality,2.1627,0.5227,57.6,0.13,1,1,2025-05-13,7
1727,5981,0,275983.53,20.8470,12,PERSONAL,Personal Loan,27793.15,579931.20,Retired,,0.4759,0.5751,71.2,0.01,1,1,2025-11-29,1
1728,5983,1,798537.56,21.0456,36,PERSONAL,Personal Loan,36186.35,1419809.88,Employed,Public Sector,0.5624,0.3058,31.9,0.01,1,1,2025-08-03,4
1729,5996,0,2994915.08,11.9820,240,MORTGAGE,Mortgage,42383.04,1676624.88,Employed,Hospitality,1.7863,0.3033,34.6,0.11,1,1,2025-06-12,6
1730,5998,0,445959.35,22.4104,24,PERSONAL,Personal Loan,26910.08,965669.52,Employed,Retail,0.4618,0.3344,40.4,0.03,1,0,2025-12-01,1
1731,6002,0,492920.02,21.5713,36,PERSONAL,Personal Loan,22552.99,2606194.44,Employed,Construction,0.1891,0.1038,40.2,0.30,1,1,2025-05-15,7
1732,6003,1,687620.19,23.7428,36,PERSONAL,Personal Loan,32705.58,1155769.68,Employed,Energy,0.5949,0.3396,27.3,0.05,1,1,2025-06-25,6
1733,6006,1,3696518.24,12.2227,120,MORTGAGE,Mortgage,68455.51,6113250.84,Employed,Hospitality,0.6047,0.1344,36.9,0.10,1,1,2025-03-26,9
1734,6033,0,507729.44,24.4103,12,PERSONAL,Personal Loan,52638.98,5302179.12,Employed,Retail,0.0958,0.1191,44.2,0.03,1,1,2025-11-30,1
1735,6036,0,250150.20,19.1977,12,PERSONAL,Personal Loan,24847.77,1402803.36,Employed,Healthcare,0.1783,0.2126,57.1,0.01,1,1,2025-01-24,11
1736,6037,1,906708.87,24.5486,48,PERSONAL,Personal Loan,37438.46,1716071.88,Employed,Energy,0.5284,0.2618,40.0,0.09,1,1,2025-06-21,6
1737,6037,1,9875950.80,14.0325,300,MORTGAGE,Mortgage,148406.74,1716071.88,Employed,Energy,5.7550,1.0378,40.0,0.13,1,1,2025-07-06,4
1738,6039,0,4182784.99,11.9936,180,MORTGAGE,Mortgage,65043.24,1690592.88,Employed,Professional Services,2.4742,0.4617,51.9,0.07,1,0,2025-10-13,2
1740,6044,0,1270277.68,22.2507,60,PERSONAL,Personal Loan,44725.10,2330410.68,Employed,Public Sector,0.5451,0.2303,59.2,0.04,1,1,2025-08-28,4
1741,6048,1,365755.71,16.2256,36,PERSONAL,Personal Loan,15105.39,1272449.28,Employed,Retail,0.2874,0.1425,46.4,0.08,1,1,2025-07-10,5
1742,6048,0,5387372.37,10.8489,240,MORTGAGE,Mortgage,71153.27,1272449.28,Employed,Retail,4.2339,0.6710,46.4,0.11,1,1,2025-07-19,5
1743,6050,1,377513.02,16.0068,60,PERSONAL,Personal Loan,11327.53,1403238.72,Employed,Energy,0.2690,0.0969,63.3,0.10,1,1,2025-05-31,7
1744,6050,0,2643248.50,10.8299,300,MORTGAGE,Mortgage,32665.93,1403238.72,Employed,Energy,1.8837,0.2793,63.2,0.03,1,1,2025-05-04,7
1745,6051,1,724691.48,17.7904,12,PERSONAL,Personal Loan,71134.75,1694974.56,Employed,Tech,0.4276,0.5036,50.5,0.04,2,1,2025-06-04,6
1746,6063,0,1072728.47,16.1365,12,PERSONAL,Personal Loan,103819.11,1793507.04,Employed,Transport,0.5981,0.6946,56.6,0.02,1,1,2025-07-14,5
1749,6079,0,713473.82,17.3850,48,PERSONAL,Personal Loan,25200.49,1856877.96,Employed,Finance,0.3842,0.1629,29.2,0.01,1,1,2025-11-12,1
1750,6087,1,3502188.70,11.2998,120,MORTGAGE,Mortgage,62163.27,857952.24,Employed,Healthcare,4.0820,0.8695,50.3,0.12,1,1,2025-04-14,8
1751,6088,0,143762.34,22.7351,12,PERSONAL,Personal Loan,14703.90,1427250.84,Employed,Hospitality,0.1007,0.1236,62.8,0.05,1,1,2025-07-09,5
1752,6089,0,9656806.64,12.9311,240,MORTGAGE,Mortgage,144297.64,3935701.92,Employed,Education,2.4536,0.4400,60.6,0.04,1,0,2025-04-20,8
1753,6091,0,1051970.66,18.9686,48,PERSONAL,Personal Loan,38544.73,2065586.76,Employed,Transport,0.5093,0.2239,63.1,0.05,1,1,2025-07-12,5
1755,6097,0,355257.82,16.6676,36,PERSONAL,Personal Loan,14802.69,2046432.24,Employed,Manufacturing,0.1736,0.0868,62.5,0.04,1,1,2025-09-28,3
1756,6102,1,225692.46,23.9473,24,PERSONAL,Personal Loan,13907.79,790469.28,Student,,0.2855,0.2111,22.8,0.10,1,1,2025-05-17,7
1757,6109,0,424274.24,24.5401,12,PERSONAL,Personal Loan,44032.63,1618675.56,Employed,Transport,0.2621,0.3264,45.3,0.27,2,1,2025-06-21,6
1758,6112,0,701488.93,17.9889,60,PERSONAL,Personal Loan,22207.33,890784.36,Employed,Manufacturing,0.7875,0.2992,57.3,0.11,1,1,2025-06-28,6
1759,6113,0,4265386.13,14.5406,300,MORTGAGE,Mortgage,65902.35,4045374.84,Employed,Hospitality,1.0544,0.1955,37.8,0.12,1,0,2025-09-14,3
1760,6115,0,4941809.61,10.3991,120,MORTGAGE,Mortgage,84007.06,1723502.16,Employed,Education,2.8673,0.5849,48.6,0.12,1,1,2025-04-26,8
1761,6116,0,490861.19,19.5622,24,PERSONAL,Personal Loan,28454.49,1963254.36,Employed,Energy,0.2500,0.1739,41.8,0.13,2,1,2025-03-20,9
1762,6116,0,5705403.16,10.9804,300,MORTGAGE,Mortgage,71224.35,1963254.36,Employed,Energy,2.9061,0.4353,41.7,0.08,1,1,2025-03-02,9
1763,6118,0,326566.02,22.0671,24,PERSONAL,Personal Loan,19612.22,1581788.52,Employed,Hospitality,0.2065,0.1488,54.9,0.18,1,1,2025-07-03,5
1764,6120,0,912378.06,22.9231,60,PERSONAL,Personal Loan,32635.08,2875731.00,Employed,Finance,0.3173,0.1362,41.2,0.11,1,1,2025-06-24,6
1765,6121,0,1265600.73,20.5252,24,PERSONAL,Personal Loan,74380.62,4011199.68,Employed,Public Sector,0.3155,0.2225,44.2,0.24,2,1,2025-07-10,5
1766,6122,1,125426.34,18.5861,36,PERSONAL,Personal Loan,5426.72,1488131.52,Employed,Healthcare,0.0843,0.0438,43.4,0.05,1,1,2025-07-11,5
1767,6124,0,4136383.47,11.8218,300,MORTGAGE,Mortgage,54537.53,1612336.56,Employed,Construction,2.5655,0.4059,41.6,0.11,1,1,2025-06-11,6
1768,6130,0,176670.53,17.2210,24,PERSONAL,Personal Loan,9896.64,1136055.84,Employed,Education,0.1555,0.1045,42.6,0.49,2,1,2025-07-09,5
1769,6132,0,1143548.25,18.2931,12,PERSONAL,Personal Loan,112728.22,1530069.60,Employed,Manufacturing,0.7474,0.8841,53.0,0.18,2,1,2025-04-22,8
1770,6142,0,531527.22,18.2801,24,PERSONAL,Personal Loan,30243.94,1496625.36,Employed,Hospitality,0.3552,0.2425,31.0,0.26,1,1,2025-07-02,5
1771,6145,0,8209914.76,13.7116,120,MORTGAGE,Mortgage,162225.18,2373570.48,Employed,Tech,3.4589,0.8202,58.7,0.03,1,1,2025-10-10,2
1772,6148,1,274486.75,21.5342,48,PERSONAL,Personal Loan,10644.18,2291910.00,Employed,Construction,0.1198,0.0557,36.7,0.33,1,1,2025-06-23,6
1773,6148,0,5534337.96,11.5929,180,MORTGAGE,Mortgage,84212.18,2291910.00,Employed,Construction,2.4147,0.4409,36.4,0.08,1,1,2025-03-24,9
1774,6151,0,4997944.75,11.9156,120,MORTGAGE,Mortgage,91277.46,1755087.24,Employed,Public Sector,2.8477,0.6241,44.8,0.11,1,1,2025-03-15,9
1775,6152,0,195431.19,21.8248,48,PERSONAL,Personal Loan,7625.86,705280.20,Retired,,0.2771,0.1298,61.5,0.03,1,1,2025-09-07,3
1776,6153,0,965370.14,21.8472,24,PERSONAL,Personal Loan,57799.28,616331.52,Employed,Professional Services,1.5663,1.1254,33.5,0.02,1,1,2025-02-21,10
1777,6154,0,433538.40,20.0506,24,PERSONAL,Personal Loan,25308.02,1031993.40,Employed,Retail,0.4201,0.2943,65.0,0.02,1,1,2025-10-04,2
1778,6154,0,5154514.41,13.0420,180,MORTGAGE,Mortgage,84657.17,1031993.40,Employed,Retail,4.9947,0.9844,65.0,0.10,1,1,2025-11-02,1
1779,6156,0,818988.14,18.2084,60,PERSONAL,Personal Loan,26076.86,1807618.56,Employed,Public Sector,0.4531,0.1731,36.3,0.02,1,1,2025-09-17,3
1780,6158,0,1426839.05,20.3065,24,PERSONAL,Personal Loan,83596.72,2717289.00,Self-employed,Healthcare,0.5251,0.3692,40.9,0.02,1,1,2025-11-06,1
1781,6164,0,2551151.96,12.3737,120,MORTGAGE,Mortgage,47565.59,2887319.28,Employed,Healthcare,0.8836,0.1977,63.0,0.10,1,1,2025-09-05,3
1782,6167,0,125212.11,20.7035,48,PERSONAL,Personal Loan,4768.86,385828.92,Student,,0.3245,0.1483,20.3,0.02,1,1,2025-07-20,5
1783,6186,0,1205830.32,17.7234,48,PERSONAL,Personal Loan,42930.98,5028809.16,Employed,Healthcare,0.2398,0.1024,39.8,0.11,1,1,2025-06-13,6
1784,6190,0,1055992.52,21.3314,36,PERSONAL,Personal Loan,48104.62,2109834.24,Employed,Retail,0.5005,0.2736,46.7,0.07,1,1,2025-07-02,5
1785,6192,0,2414977.26,14.7975,240,MORTGAGE,Mortgage,39842.09,4069407.60,Self-employed,Professional Services,0.5934,0.1175,54.4,0.08,2,1,2025-04-23,8
1788,6199,0,5159624.54,12.3640,240,MORTGAGE,Mortgage,74659.77,1122827.76,Employed,Energy,4.5952,0.7979,34.8,0.11,1,1,2025-09-26,3
1789,6203,0,962887.54,20.5217,24,PERSONAL,Personal Loan,56587.06,1206713.16,Employed,Education,0.7979,0.5627,51.6,0.38,2,1,2025-06-23,6
1790,6203,0,3164904.16,11.0327,300,MORTGAGE,Mortgage,39647.55,1206713.16,Employed,Education,2.6227,0.3943,51.3,0.05,1,1,2025-02-26,10
1791,6204,0,886122.32,17.8095,24,PERSONAL,Personal Loan,50072.93,2693483.52,Self-employed,Transport,0.3290,0.2231,51.9,0.03,1,1,2025-08-28,4
1792,6207,1,987402.00,17.8136,24,PERSONAL,Personal Loan,55799.40,2396698.44,Employed,Finance,0.4120,0.2794,52.7,0.19,1,1,2025-06-05,6
1793,6207,0,2967039.30,10.7642,240,MORTGAGE,Mortgage,38977.50,2396698.44,Employed,Finance,1.2380,0.1952,52.6,0.06,1,1,2025-04-19,8
1794,6209,1,702305.67,22.8783,12,PERSONAL,Personal Loan,71915.11,4149135.72,Self-employed,Retail,0.1693,0.2080,55.4,0.12,2,1,2025-06-17,6
1796,6218,0,998152.31,19.0242,60,PERSONAL,Personal Loan,32460.08,1764299.28,Employed,Manufacturing,0.5657,0.2208,45.0,0.14,1,1,2025-06-29,6
1797,6223,1,797412.32,16.2038,60,PERSONAL,Personal Loan,24057.80,2847026.16,Employed,Tech,0.2801,0.1014,39.9,0.07,1,1,2025-06-04,6
1798,6223,0,7739851.34,12.5943,180,MORTGAGE,Mortgage,124230.85,2847026.16,Employed,Tech,2.7186,0.5236,39.9,0.11,1,1,2025-06-18,6
1799,6229,0,4232346.47,14.5364,300,MORTGAGE,Mortgage,65377.06,2630194.20,Employed,Manufacturing,1.6091,0.2983,47.5,0.10,1,1,2025-05-08,7
1802,6239,0,972150.21,16.5053,24,PERSONAL,Personal Loan,53877.62,2368375.56,Employed,Professional Services,0.4105,0.2730,45.7,0.10,1,1,2025-03-25,9
1804,6245,0,674804.17,16.5594,60,PERSONAL,Personal Loan,20558.70,1829535.24,Employed,Transport,0.3688,0.1348,26.5,0.02,1,1,2025-09-29,3
1805,6247,1,931015.37,19.3757,12,PERSONAL,Personal Loan,92617.18,1466665.68,Employed,Public Sector,0.6348,0.7578,36.2,0.04,1,1,2025-06-17,6
1806,6248,0,1202423.13,16.7191,36,PERSONAL,Personal Loan,50153.50,5931238.56,Employed,Professional Services,0.2027,0.1015,43.1,0.30,1,1,2025-04-29,8
1807,6250,1,488304.32,20.3328,36,PERSONAL,Personal Loan,21837.84,1945288.44,Employed,Professional Services,0.2510,0.1347,49.2,0.20,1,1,2025-06-07,6
1809,6254,0,921002.28,17.9303,60,PERSONAL,Personal Loan,29111.58,2413686.24,Self-employed,Public Sector,0.3816,0.1447,56.2,0.28,1,1,2025-04-29,8
1810,6254,0,8819444.19,11.0302,120,MORTGAGE,Mortgage,154562.23,2413686.24,Self-employed,Public Sector,3.6539,0.7684,56.0,0.10,1,1,2025-02-25,10
1811,6259,0,1496490.15,18.7192,48,PERSONAL,Personal Loan,54521.13,2050146.72,Self-employed,Transport,0.7299,0.3191,49.0,0.04,1,1,2025-06-19,6
1812,6267,1,1119918.52,23.2980,12,PERSONAL,Personal Loan,115069.76,4052400.72,Self-employed,Healthcare,0.2764,0.3407,63.2,0.04,1,1,2025-01-25,10
1813,6268,0,954618.55,22.3338,12,PERSONAL,Personal Loan,97318.43,1065039.24,Self-employed,Healthcare,0.8963,1.0965,39.4,0.03,1,1,2025-09-20,3
1814,6268,0,3558458.02,12.8287,240,MORTGAGE,Mortgage,52868.90,1065039.24,Self-employed,Healthcare,3.3412,0.5957,39.5,0.05,1,1,2025-09-29,3
1815,6272,0,337091.18,23.4927,48,PERSONAL,Personal Loan,13622.05,1145165.16,Employed,Manufacturing,0.2944,0.1427,27.7,0.02,1,1,2025-08-23,4
1816,6279,0,4283422.86,11.5732,120,MORTGAGE,Mortgage,77005.95,4752175.20,Employed,Professional Services,0.9014,0.1945,49.2,0.12,2,1,2025-03-25,9
1817,6285,0,1140377.45,19.7402,24,PERSONAL,Personal Loan,66275.13,1565025.12,Employed,Retail,0.7287,0.5082,55.3,0.02,1,1,2025-10-07,2
1818,6289,0,749766.60,19.6498,36,PERSONAL,Personal Loan,33104.15,1348630.08,Employed,Construction,0.5559,0.2946,60.5,0.01,1,1,2025-11-30,1
1819,6300,0,1179665.70,18.5910,12,PERSONAL,Personal Loan,116581.45,759972.00,Employed,Manufacturing,1.5522,1.8408,52.6,0.03,1,1,2025-10-02,2
1820,6300,0,5624442.79,10.5312,180,MORTGAGE,Mortgage,80607.01,759972.00,Employed,Manufacturing,7.4009,1.2728,52.6,0.09,1,1,2025-10-24,2
1821,6302,0,737847.89,17.2524,36,PERSONAL,Personal Loan,31103.81,3575053.68,Employed,Manufacturing,0.2064,0.1044,51.3,0.03,1,1,2025-11-17,1
1822,6303,0,243878.22,22.3620,36,PERSONAL,Personal Loan,11319.07,6353623.32,Employed,Hospitality,0.0384,0.0214,45.9,0.02,1,1,2025-09-02,3
1823,6304,0,889651.02,22.7064,24,PERSONAL,Personal Loan,53902.77,6040946.28,Employed,Retail,0.1473,0.1071,53.2,0.04,1,1,2025-02-09,10
1824,6305,1,216794.29,21.4787,24,PERSONAL,Personal Loan,12913.48,899576.04,Employed,Public Sector,0.2410,0.1723,23.8,0.06,1,1,2025-04-05,8
1825,6309,0,442245.35,20.3002,24,PERSONAL,Personal Loan,25908.28,1570716.96,Employed,Tech,0.2816,0.1979,57.6,0.07,1,1,2025-05-31,7
1826,6310,0,162830.87,22.7768,24,PERSONAL,Personal Loan,9875.26,3117165.00,Self-employed,Retail,0.0522,0.0380,45.4,0.02,1,1,2025-11-16,1
1827,6313,0,451866.91,20.8875,24,PERSONAL,Personal Loan,26693.10,5846735.16,Employed,Construction,0.0773,0.0548,41.2,0.02,1,1,2025-07-12,5
1828,6314,0,512038.10,18.3713,12,PERSONAL,Personal Loan,50508.85,2767792.80,Self-employed,Transport,0.1850,0.2190,57.1,0.06,1,1,2025-06-28,6
1829,6319,0,237644.65,22.1751,24,PERSONAL,Personal Loan,14293.36,4816828.20,Employed,Public Sector,0.0493,0.0356,43.3,0.02,1,1,2025-08-30,4
1830,6320,0,9485809.07,13.5164,240,MORTGAGE,Mortgage,146369.20,3110194.44,Self-employed,Education,3.0499,0.5647,42.5,0.05,1,1,2025-06-06,6
1831,6321,0,4074609.35,10.5429,240,MORTGAGE,Mortgage,52776.04,2664145.32,Self-employed,Energy,1.5294,0.2377,58.8,0.03,1,1,2025-07-08,5
1833,6329,0,393273.30,19.8111,24,PERSONAL,Personal Loan,22879.03,1389706.80,Employed,Tech,0.2830,0.1976,32.4,0.04,1,1,2025-08-11,4
1834,6331,0,265233.04,20.3739,36,PERSONAL,Personal Loan,11870.78,683399.64,Student,,0.3881,0.2084,22.2,0.13,1,1,2025-03-25,9
1837,6345,0,8100770.84,11.7958,300,MORTGAGE,Mortgage,106631.80,3933750.48,Self-employed,Retail,2.0593,0.3253,46.5,0.10,1,1,2025-05-20,7
1838,6348,0,6838682.37,14.6224,240,MORTGAGE,Mortgage,111826.13,970273.44,Employed,Manufacturing,7.0482,1.3830,45.2,0.10,1,1,2025-10-18,2
1839,6354,0,166405.39,21.5537,48,PERSONAL,Personal Loan,6455.66,1149433.68,Employed,Construction,0.1448,0.0674,23.9,0.36,1,1,2025-06-15,6
1840,6357,0,845619.33,21.6763,48,PERSONAL,Personal Loan,32891.98,1019420.16,Employed,Education,0.8295,0.3872,47.5,0.02,1,1,2025-10-06,2
1842,6368,1,851424.78,20.4464,36,PERSONAL,Personal Loan,38157.83,1241321.28,Employed,Retail,0.6859,0.3689,31.7,0.11,1,1,2025-06-15,6
1843,6369,0,453922.06,24.7519,12,PERSONAL,Personal Loan,47189.70,2551387.32,Employed,Manufacturing,0.1779,0.2219,33.7,0.02,1,1,2025-10-16,1
1844,6371,0,2655748.67,13.8506,120,MORTGAGE,Mortgage,52784.33,1817697.72,Employed,Transport,1.4611,0.3485,32.2,0.08,1,1,2025-03-02,9
1845,6377,0,9031716.95,12.6880,180,MORTGAGE,Mortgage,145671.56,1816774.20,Employed,Tech,4.9713,0.9622,57.9,0.11,1,1,2025-08-08,4
1846,6387,0,985373.33,20.1323,24,PERSONAL,Personal Loan,57588.75,632895.96,Employed,Public Sector,1.5569,1.0919,53.2,0.02,1,1,2025-09-04,3
1847,6392,0,3903113.23,14.6244,180,MORTGAGE,Mortgage,69251.20,4645027.44,Employed,Professional Services,0.8403,0.1789,42.6,0.10,2,1,2025-09-02,3
1851,6411,0,2827014.55,14.8317,240,MORTGAGE,Mortgage,46720.42,3624330.48,Employed,Manufacturing,0.7800,0.1547,59.6,0.14,2,1,2025-06-08,6
1852,6424,0,935857.32,20.5818,48,PERSONAL,Personal Loan,35548.38,6380564.28,Employed,Energy,0.1467,0.0669,34.0,0.03,1,0,2025-07-08,5
1853,6429,0,511438.54,24.4795,24,PERSONAL,Personal Loan,31743.07,5117147.64,Employed,Education,0.0999,0.0744,32.3,0.01,1,1,2025-11-18,1
1855,6439,0,5843818.57,12.8793,120,MORTGAGE,Mortgage,111418.73,2474940.48,Employed,Healthcare,2.3612,0.5402,46.6,0.11,1,1,2025-07-16,5
1857,6445,0,215000.48,24.8371,24,PERSONAL,Personal Loan,13408.34,2101695.48,Employed,Tech,0.1023,0.0766,65.1,0.32,1,1,2025-07-12,5
1858,6446,1,3109907.87,12.1167,240,MORTGAGE,Mortgage,44359.47,1581495.24,Employed,Tech,1.9664,0.3366,28.8,0.08,1,1,2025-02-07,10
1859,6464,0,758905.42,24.9962,24,PERSONAL,Personal Loan,47429.19,1351761.96,Employed,Education,0.5614,0.4210,45.8,0.12,1,1,2025-06-19,6
1860,6469,0,213384.13,21.6640,60,PERSONAL,Personal Loan,7408.70,1368079.92,Employed,Energy,0.1560,0.0650,26.0,0.02,1,1,2025-10-10,2
1861,6471,0,549775.99,16.4723,36,PERSONAL,Personal Loan,22818.28,2246492.88,Employed,Professional Services,0.2447,0.1219,59.7,0.07,1,1,2025-06-03,6
1862,6471,0,3242711.65,11.9545,240,MORTGAGE,Mortgage,45815.46,2246492.88,Employed,Professional Services,1.4435,0.2447,59.7,0.05,1,1,2025-05-25,7
1863,6476,0,443076.47,16.9892,36,PERSONAL,Personal Loan,18580.61,1353423.36,Employed,Energy,0.3274,0.1647,30.2,0.11,1,1,2025-05-31,7
1864,6478,1,362596.32,24.2852,24,PERSONAL,Personal Loan,22446.28,1695227.64,Employed,Energy,0.2139,0.1589,58.8,0.01,1,1,2025-09-21,3
1865,6480,1,774897.52,19.9730,36,PERSONAL,Personal Loan,34422.45,1501545.84,Employed,Retail,0.5161,0.2751,32.7,0.02,1,1,2025-12-01,1
